4 1.22132 1.22132 2 1 0
4.03973 1.22457 1.22457 1 1 0
4.04073 1.22465 1.22465 1 1 0
4.04172 1.22474 1.22474 1 1 0
4.04272 1.22482 1.22482 1 1 0
4.04371 1.2249 1.2249 1 1 0
4.0447 1.22498 1.22498 1 1 0
4.0457 1.22506 1.22506 1 1 0
4.04669 1.22514 1.22514 1 1 0
4.04768 1.22522 1.22522 1 1 0
4.04868 1.2253 1.2253 1 1 0
4.04967 1.22538 1.22538 1 1 0
4.05066 1.22546 1.22546 1 1 0
4.05166 1.22554 1.22554 1 1 0
4.05265 1.22562 1.22562 1 1 0
4.05364 1.2257 1.2257 1 1 0
4.05464 1.22578 1.22578 1 1 0
4.05563 1.22586 1.22586 1 1 0
4.05662 1.22594 1.22594 1 1 0
4.05762 1.22602 1.22602 1 1 0
4.05861 1.2261 1.2261 1 1 0
4.0596 1.22618 1.22618 1 1 0
4.0606 1.22626 1.22626 1 1 0
4.06159 1.22634 1.22634 1 1 0
4.06259 1.22642 1.22642 1 1 0
4.06358 1.2265 1.2265 1 1 0
4.06457 1.22658 1.22658 1 1 0
4.06557 1.22666 1.22666 1 1 0
4.06656 1.22674 1.22674 1 1 0
4.06755 1.22682 1.22682 1 1 0
4.06855 1.2269 1.2269 1 1 0
4.06954 1.22698 1.22698 1 1 0
4.07053 1.22706 1.22706 1 1 0
4.07153 1.22714 1.22714 1 1 0
4.07252 1.22722 1.22722 1 1 0
4.07352 1.2273 1.2273 1 1 0
4.07451 1.22738 1.22738 1 1 0
4.0755 1.22746 1.22746 1 1 0
4.0765 1.22754 1.22754 1 1 0
4.07749 1.22762 1.22762 1 1 0
4.07848 1.2277 1.2277 1 1 0
4.07948 1.22778 1.22778 1 1 0
4.08047 1.22786 1.22786 1 1 0
4.08146 1.22794 1.22794 1 1 0
4.08246 1.22802 1.22802 1 1 0
4.08345 1.2281 1.2281 1 1 0
4.08445 1.22818 1.22818 1 1 0
4.08544 1.22826 1.22826 1 1 0
4.08643 1.22833 1.22833 1 1 0
4.08743 1.22841 1.22841 1 1 0
4.08842 1.22849 1.22849 1 1 0
4.08941 1.22857 1.22857 1 1 0
4.09041 1.22865 1.22865 1 1 0
4.0914 1.22873 1.22873 1 1 0
4.09239 1.22881 1.22881 1 1 0
4.09339 1.22889 1.22889 1 1 0
4.09438 1.22897 1.22897 1 1 0
4.09538 1.22905 1.22905 1 1 0
4.09637 1.22913 1.22913 1 1 0
4.09736 1.22921 1.22921 1 1 0
4.09836 1.22928 1.22928 1 1 0
4.09935 1.22936 1.22936 1 1 0
4.10034 1.22944 1.22944 1 1 0
4.10134 1.22952 1.22952 1 1 0
4.10233 1.2296 1.2296 1 1 0
4.10333 1.22968 1.22968 1 1 0
4.10432 1.22976 1.22976 1 1 0
4.10531 1.22984 1.22984 1 1 0
4.10631 1.22992 1.22992 1 1 0
4.1073 1.22999 1.22999 1 1 0
4.1083 1.23007 1.23007 1 1 0
4.10929 1.23015 1.23015 1 1 0
4.11028 1.23023 1.23023 1 1 0
4.11128 1.23031 1.23031 1 1 0
4.11227 1.23039 1.23039 1 1 0
4.11326 1.23047 1.23047 1 1 0
4.11426 1.23054 1.23054 1 1 0
4.11525 1.23062 1.23062 1 1 0
4.11625 1.2307 1.2307 1 1 0
4.11724 1.23078 1.23078 1 1 0
4.11823 1.23086 1.23086 1 1 0
4.11923 1.23094 1.23094 1 1 0
4.12022 1.23101 1.23101 1 1 0
4.12121 1.23109 1.23109 1 1 0
4.12221 1.23117 1.23117 1 1 0
4.1232 1.23125 1.23125 1 1 0
4.1242 1.23133 1.23133 1 1 0
4.12519 1.23141 1.23141 1 1 0
4.12618 1.23148 1.23148 1 1 0
4.12718 1.23156 1.23156 1 1 0
4.12817 1.23164 1.23164 1 1 0
4.12917 1.23172 1.23172 1 1 0
4.13016 1.2318 1.2318 1 1 0
4.13115 1.23187 1.23187 1 1 0
4.13215 1.23195 1.23195 1 1 0
4.13314 1.23203 1.23203 1 1 0
4.13414 1.23211 1.23211 1 1 0
4.13513 1.23219 1.23219 1 1 0
4.13612 1.23226 1.23226 1 1 0
4.13712 1.23234 1.23234 1 1 0
4.13811 1.23242 1.23242 1 1 0
4.1391 1.2325 1.2325 1 1 0
4.1401 1.23258 1.23258 1 1 0
4.14109 1.23265 1.23265 1 1 0
4.14209 1.23273 1.23273 1 1 0
4.14308 1.23281 1.23281 1 1 0
4.14407 1.23289 1.23289 1 1 0
4.14507 1.23296 1.23296 1 1 0
4.14606 1.23304 1.23304 1 1 0
4.14706 1.23312 1.23312 1 1 0
4.14805 1.2332 1.2332 1 1 0
4.14904 1.23328 1.23328 1 1 0
4.15004 1.23335 1.23335 1 1 0
4.15103 1.23343 1.23343 1 1 0
