1.02129 3 3 2 3 5
1.00588 2.98732 2.98732 2 3 5
0.998187 2.98095 2.98095 2 3 5
0.990494 2.97459 2.97459 2 3 5
0.982794 2.96824 2.96824 2 3 5
0.975082 2.96191 2.96191 2 3 5
0.967362 2.95558 2.95558 2 3 5
0.959648 2.94925 2.94925 2 3 5
0.951931 2.94292 2.94292 2 3 5
0.944212 2.93659 2.93659 2 3 5
0.936489 2.93027 2.93027 2 3 5
0.928764 2.92395 2.92395 2 3 5
0.921023 2.91765 2.91765 2 3 5
0.913293 2.91133 2.91133 2 3 5
0.905562 2.90502 2.90502 2 3 5
0.897826 2.89871 2.89871 2 3 5
0.890087 2.89241 2.89241 2 3 5
0.882333 2.88612 2.88612 2 3 5
0.874589 2.87983 2.87983 2 3 5
0.866843 2.87353 2.87353 2 3 5
0.859093 2.86725 2.86725 2 3 5
0.85134 2.86096 2.86096 2 3 5
0.843565 2.8547 2.8547 2 3 5
0.83581 2.84842 2.84842 2 3 5
0.828054 2.84214 2.84214 2 3 5
0.820081 2.83612 2.83612 2 3 5
0.812317 2.82985 2.82985 2 3 5
0.804644 2.82346 2.82346 2 3 5
0.796971 2.81709 2.81709 2 3 5
0.789245 2.81077 2.81077 2 3 5
0.781463 2.80452 2.80452 2 3 5
0.773654 2.7983 2.7983 2 3 5
0.765843 2.79209 2.79209 2 3 5
0.758043 2.78587 2.78587 2 3 5
0.750251 2.77963 2.77963 2 3 5
0.742463 2.77339 2.77339 2 3 5
0.734672 2.76715 2.76715 2 3 5
0.726875 2.76092 2.76092 2 3 5
0.719057 2.75472 2.75472 2 3 5
0.711257 2.74849 2.74849 2 3 5
0.703454 2.74227 2.74227 2 3 5
0.695646 2.73606 2.73606 2 3 5
0.687893 2.72977 2.72977 2 3 5
0.680043 2.72361 2.72361 2 3 5
0.672191 2.71745 2.71745 2 3 5
0.664353 2.71127 2.71127 2 3 5
0.656528 2.70508 2.70508 2 3 5
0.648708 2.69888 2.69888 2 3 5
0.640885 2.69268 2.69268 2 3 5
0.633055 2.6865 2.6865 2 3 5
0.625214 2.68032 2.68032 2 3 5
0.617375 2.67415 2.67415 2 3 5
0.609534 2.66798 2.66798 2 3 5
0.601689 2.66181 2.66181 2 3 5
0.593842 2.65564 2.65564 2 3 5
0.585991 2.64948 2.64948 2 3 5
0.578139 2.64333 2.64333 2 3 5
0.570187 2.63729 2.63729 2 3 5
0.562372 2.63109 2.63109 2 3 5
0.554556 2.62488 2.62488 2 3 5
0.546716 2.61871 2.61871 2 3 5
0.538848 2.61257 2.61257 2 3 5
0.530966 2.60645 2.60645 2 3 5
0.523081 2.60034 2.60034 2 3 5
0.515201 2.59422 2.59422 2 3 5
0.507323 2.58809 2.58809 2 3 5
0.499444 2.58197 2.58197 2 3 5
0.491562 2.57585 2.57585 2 3 5
0.483677 2.56973 2.56973 2 3 5
0.475789 2.56362 2.56362 2 3 5
0.467886 2.55753 2.55753 2 3 5
0.459992 2.55143 2.55143 2 3 5
0.452097 2.54533 2.54533 2 3 5
0.444198 2.53923 2.53923 2 3 5
0.436296 2.53314 2.53314 2 3 5
0.428394 2.52705 2.52705 2 3 5
0.420479 2.52097 2.52097 2 3 5
0.412565 2.51489 2.51489 2 3 5
0.404649 2.50882 2.50882 2 3 5
0.396731 2.50275 2.50275 2 3 5
0.388811 2.49668 2.49668 2 3 5
0.380888 2.49061 2.49061 2 3 5
0.372963 2.48455 2.48455 2 3 5
0.365034 2.4785 2.4785 2 3 5
0.357103 2.47244 2.47244 2 3 5
0.349169 2.46639 2.46639 2 3 5
0.341187 2.4604 2.4604 2 3 5
0.333265 2.45434 2.45434 2 3 5
0.325342 2.44828 2.44828 2 3 5
0.317408 2.44223 2.44223 2 3 5
0.309459 2.4362 2.4362 2 3 5
0.301502 2.43018 2.43018 2 3 5
0.293561 2.42414 2.42414 2 3 5
0.285592 2.41814 2.41814 2 3 5
0.277621 2.41213 2.41213 2 3 5
0.269658 2.40613 2.40613 2 3 5
0.261695 2.40011 2.40011 2 3 5
0.25373 2.39411 2.39411 2 3 5
0.245761 2.3881 2.3881 2 3 5
0.23779 2.38211 2.38211 2 3 5
0.229758 2.37618 2.37618 2 3 5
0.221802 2.37017 2.37017 2 3 5
0.213845 2.36415 2.36415 2 3 5
0.205874 2.35815 2.35815 2 3 5
0.197886 2.35217 2.35217 2 3 5
0.189888 2.34621 2.34621 2 3 5
0.181884 2.34026 2.34026 2 3 5
0.173888 2.33429 2.33429 2 3 5
0.165892 2.32833 2.32833 2 3 5
0.157893 2.32237 2.32237 2 3 5
0.14989 2.31641 2.31641 2 3 5
0.141885 2.31046 2.31046 2 3 5
0.13386 2.30453 2.30453 2 3 5
0.125851 2.29858 2.29858 2 3 5
0.11784 2.29264 2.29264 2 3 5
0.109825 2.2867 2.2867 2 3 5
0.101807 2.28077 2.28077 2 3 5
0.0937751 2.27485 2.27485 2 3 5
